estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2
"=A670+IF(H671=H670,I671-I670,I671)/86400000","=IF(H671=H670,I671-I670,I671)",,,current,669,True,2682537910,24681483,True,True,True,True,True,1010,0.0,0.0,29.52,69.08,29.2,16.2,0,0,
"=A671+IF(H672=H671,I672-I671,I672)/86400000","=IF(H672=H671,I672-I671,I672)",,,current,670,True,2682537910,24982457,True,True,True,True,True,1010,0.0,0.0,29.5,69.21,29.2,16.1,0,0,
"=A672+IF(H673=H672,I673-I672,I673)/86400000","=IF(H673=H672,I673-I672,I673)",,,current,671,True,2682537910,25283430,True,True,True,True,True,1010,0.0,0.0,29.45,69.4,29.2,16.1,0,0,
"=A673+IF(H674=H673,I674-I673,I674)/86400000","=IF(H674=H673,I674-I673,I674)",,,current,672,True,2682537910,25584406,True,True,True,True,True,1010,0.0,0.0,29.43,69.56,29.2,16.1,0,0,
"=A674+IF(H675=H674,I675-I674,I675)/86400000","=IF(H675=H674,I675-I674,I675)",,,current,673,True,2682537910,25885383,True,True,True,True,True,1010,0.0,0.0,29.48,69.77,29.2,16.1,0,0,
"=A675+IF(H676=H675,I676-I675,I676)/86400000","=IF(H676=H675,I676-I675,I676)",,,current,674,True,2682537910,26186364,True,True,True,True,True,1010,0.0,0.0,29.46,69.92,29.2,16.1,0,0,
"=A676+IF(H677=H676,I677-I676,I677)/86400000","=IF(H677=H676,I677-I676,I677)",,,current,675,True,2682537910,26487346,True,True,True,True,True,1010,0.0,0.0,29.52,70.1,29.2,16.1,0,0,
"=A677+IF(H678=H677,I678-I677,I678)/86400000","=IF(H678=H677,I678-I677,I678)",,,current,676,True,2682537910,26788329,True,True,True,True,True,1010,0.0,0.0,29.5,70.22,29.2,16.1,0,0,
"=A678+IF(H679=H678,I679-I678,I679)/86400000","=IF(H679=H678,I679-I678,I679)",,,current,677,True,2682537910,27089315,True,True,True,True,True,1010,0.0,0.0,29.49,70.42,29.2,16.1,0,0,
"=A679+IF(H680=H679,I680-I679,I680)/86400000","=IF(H680=H679,I680-I679,I680)",,,current,678,True,2682537910,27390335,True,True,True,True,True,1010,0.0,0.0,29.52,70.54,29.2,16.1,0,0,
"=A680+IF(H681=H680,I681-I680,I681)/86400000","=IF(H681=H680,I681-I680,I681)",,,current,679,True,2682537910,27691296,True,True,True,True,True,1009,0.0,0.0,29.59,70.71,29.2,16.1,0,0,
"=A681+IF(H682=H681,I682-I681,I682)/86400000","=IF(H682=H681,I682-I681,I682)",,,current,680,True,2682537910,27992260,True,True,True,True,True,1009,0.0,0.0,29.54,70.87,29.2,16.1,0,0,
"=A682+IF(H683=H682,I683-I682,I683)/86400000","=IF(H683=H682,I683-I682,I683)",,,current,681,True,2682537910,28293225,True,True,True,True,True,1009,0.0,0.0,29.53,71.03,29.2,16.1,0,0,
"=A683+IF(H684=H683,I684-I683,I684)/86400000","=IF(H684=H683,I684-I683,I684)",,,current,682,True,2682537910,28594193,True,True,True,True,True,1009,0.0,0.0,29.44,71.17,29.2,16.1,0,0,
"=A684+IF(H685=H684,I685-I684,I685)/86400000","=IF(H685=H684,I685-I684,I685)",,,current,683,True,2682537910,28895162,True,True,True,True,True,1009,0.089,2.407,29.42,71.31,29.1,16.1,0,0,
"=A685+IF(H686=H685,I686-I685,I686)/86400000","=IF(H686=H685,I686-I685,I686)",,,current,684,True,2682537910,29196132,True,True,True,True,True,1009,0.0,0.0,29.36,71.46,29.2,16.1,0,0,
"=A686+IF(H687=H686,I687-I686,I687)/86400000","=IF(H687=H686,I687-I686,I687)",,,current,685,True,2682537910,29497103,True,True,True,True,True,1009,0.0,0.0,29.32,71.61,29.2,16.0,0,0,
"=A687+IF(H688=H687,I688-I687,I688)/86400000","=IF(H688=H687,I688-I687,I688)",,,current,686,True,2682537910,29798081,True,True,True,True,True,1009,0.089,2.407,29.32,71.74,29.2,16.0,0,0,
"=A688+IF(H689=H688,I689-I688,I689)/86400000","=IF(H689=H688,I689-I688,I689)",,,current,687,True,2682537910,30099058,True,True,True,True,True,1009,0.0,0.0,29.33,71.93,29.2,16.0,0,0,
"=A689+IF(H690=H689,I690-I689,I690)/86400000","=IF(H690=H689,I690-I689,I690)",,,current,688,True,2682537910,30400038,True,True,True,True,True,1009,0.0,0.0,29.34,72.05,29.2,16.0,0,0,
"=A690+IF(H691=H690,I691-I690,I691)/86400000","=IF(H691=H690,I691-I690,I691)",,,current,689,True,2682537910,30701019,True,True,True,True,True,1009,0.0,0.0,29.32,72.18,29.2,16.0,0,0,
"=A691+IF(H692=H691,I692-I691,I692)/86400000","=IF(H692=H691,I692-I691,I692)",,,current,690,True,2682537910,31002003,True,True,True,True,True,1009,0.0,0.0,29.32,72.33,29.1,16.0,0,0,
"=A692+IF(H693=H692,I693-I692,I693)/86400000","=IF(H693=H692,I693-I692,I693)",,,current,691,True,2682537910,31302987,True,True,True,True,True,1009,0.0,0.0,29.33,72.48,29.1,16.0,0,0,
"=A693+IF(H694=H693,I694-I693,I694)/86400000","=IF(H694=H693,I694-I693,I694)",,,current,692,True,2682537910,31603973,True,True,True,True,True,1009,0.0,0.0,29.3,72.6,29.1,16.0,0,0,
"=A694+IF(H695=H694,I695-I694,I695)/86400000","=IF(H695=H694,I695-I694,I695)",,,current,693,True,2682537910,31904960,True,True,True,True,True,1009,0.0,0.0,29.28,72.77,29.1,16.0,0,0,
"=A695+IF(H696=H695,I696-I695,I696)/86400000","=IF(H696=H695,I696-I695,I696)",,,current,694,True,2682537910,32205983,True,True,True,True,True,1009,0.0,0.0,29.27,72.93,29.2,16.0,0,0,
"=A696+IF(H697=H696,I697-I696,I697)/86400000","=IF(H697=H696,I697-I696,I697)",,,current,695,True,2682537910,32506946,True,True,True,True,True,1009,0.07,1.879,29.26,73.03,29.1,16.0,0,0,
"=A697+IF(H698=H697,I698-I697,I698)/86400000","=IF(H698=H697,I698-I697,I698)",,,current,696,True,2682537910,32807912,True,True,True,True,True,1009,0.0,0.0,29.25,73.13,29.1,16.0,0,0,
"=A698+IF(H699=H698,I699-I698,I699)/86400000","=IF(H699=H698,I699-I698,I699)",,,current,697,True,2682537910,33108880,True,True,True,True,True,1009,0.0,0.0,29.2,73.31,29.1,16.0,0,0,
"=A699+IF(H700=H699,I700-I699,I700)/86400000","=IF(H700=H699,I700-I699,I700)",,,current,698,True,2682537910,33409853,True,True,True,True,True,1009,0.006,0.165,29.2,73.43,29.1,16.0,0,0,
"=A700+IF(H701=H700,I701-I700,I701)/86400000","=IF(H701=H700,I701-I700,I701)",,,current,699,True,2682537910,33710825,True,True,True,True,True,1009,0.0,0.0,29.17,73.56,29.1,16.0,0,0,
"=A701+IF(H702=H701,I702-I701,I702)/86400000","=IF(H702=H701,I702-I701,I702)",,,current,700,True,2682537910,34011798,True,True,True,True,True,1009,0.0,0.0,29.14,73.65,29.1,16.0,0,0,
"=A702+IF(H703=H702,I703-I702,I703)/86400000","=IF(H703=H702,I703-I702,I703)",,,current,701,True,2682537910,34312773,True,True,True,True,True,1009,0.0,0.0,29.14,73.78,29.1,16.0,0,0,
"=A703+IF(H704=H703,I704-I703,I704)/86400000","=IF(H704=H703,I704-I703,I704)",,,current,702,True,2682537910,34613750,True,True,True,True,True,1009,0.0,0.0,29.14,73.86,29.1,16.0,0,0,
"=A704+IF(H705=H704,I705-I704,I705)/86400000","=IF(H705=H704,I705-I704,I705)",,,current,703,True,2682537910,34914729,True,True,True,True,True,1008,0.0,0.0,29.11,74.03,29.1,16.0,0,0,
"=A705+IF(H706=H705,I706-I705,I706)/86400000","=IF(H706=H705,I706-I705,I706)",,,current,704,True,2682537910,35215709,True,True,True,True,True,1009,0.0,0.0,29.15,74.16,29.1,16.0,0,0,
"=A706+IF(H707=H706,I707-I706,I707)/86400000","=IF(H707=H706,I707-I706,I707)",,,current,705,True,2682537910,35516694,True,True,True,True,True,1009,0.0,0.0,29.16,74.33,29.1,15.9,0,0,
"=A707+IF(H708=H707,I708-I707,I708)/86400000","=IF(H708=H707,I708-I707,I708)",,,current,706,True,2682537910,35817678,True,True,True,True,True,1009,0.0,0.0,29.16,74.48,29.1,15.9,0,0,
"=A708+IF(H709=H708,I709-I708,I709)/86400000","=IF(H709=H708,I709-I708,I709)",,,current,707,True,2682537910,36118663,True,True,True,True,True,1009,0.0,0.0,29.12,74.57,29.1,16.0,0,0,
"=A709+IF(H710=H709,I710-I709,I710)/86400000","=IF(H710=H709,I710-I709,I710)",,,current,708,True,2682537910,36419650,True,True,True,True,True,1009,0.0,0.0,29.08,74.65,29.1,16.0,0,0,
"=A710+IF(H711=H710,I711-I710,I711)/86400000","=IF(H711=H710,I711-I710,I711)",,,current,709,True,2682537910,36720640,True,True,True,True,True,1009,0.0,0.0,29.05,74.82,29.1,15.9,0,0,
"=A711+IF(H712=H711,I712-I711,I712)/86400000","=IF(H712=H711,I712-I711,I712)",,,current,710,True,2682537910,37021668,True,True,True,True,True,1009,0.0,0.0,29.04,74.8,29.1,15.9,0,0,
"=A712+IF(H713=H712,I713-I712,I713)/86400000","=IF(H713=H712,I713-I712,I713)",,,current,711,True,2682537910,37322636,True,True,True,True,True,1009,0.0,0.0,29.04,75.05,29.1,15.9,0,0,
"=A713+IF(H714=H713,I714-I713,I714)/86400000","=IF(H714=H713,I714-I713,I714)",,,current,712,True,2682537910,37623607,True,True,True,True,True,1009,0.0,0.0,29.0,75.17,29.1,15.9,0,0,
"=A714+IF(H715=H714,I715-I714,I715)/86400000","=IF(H715=H714,I715-I714,I715)",,,current,713,True,2682537910,37924580,True,True,True,True,True,1009,0.0,0.0,28.98,75.28,29.1,15.9,0,0,
"=A715+IF(H716=H715,I716-I715,I716)/86400000","=IF(H716=H715,I716-I715,I716)",,,current,714,True,2682537910,38225555,True,True,True,True,True,1009,0.0,0.0,28.97,75.43,29.1,15.9,0,0,
"=A716+IF(H717=H716,I717-I716,I717)/86400000","=IF(H717=H716,I717-I716,I717)",,,current,715,True,2682537910,38526530,True,True,True,True,True,1009,0.0,0.0,28.98,75.48,29.1,15.9,0,0,
"=A717+IF(H718=H717,I718-I717,I718)/86400000","=IF(H718=H717,I718-I717,I718)",,,current,716,True,2682537910,38827508,True,True,True,True,True,1009,0.0,0.0,28.97,75.62,29.1,15.9,0,0,
"=A718+IF(H719=H718,I719-I718,I719)/86400000","=IF(H719=H718,I719-I718,I719)",,,current,717,True,2682537910,39128487,True,True,True,True,True,1009,0.0,0.0,28.96,75.7,29.1,15.9,0,0,
"=A719+IF(H720=H719,I720-I719,I720)/86400000","=IF(H720=H719,I720-I719,I720)",,,current,718,True,2682537910,39429470,True,True,True,True,True,1009,0.0,0.0,28.95,75.89,29.1,15.9,0,0,
"=A720+IF(H721=H720,I721-I720,I721)/86400000","=IF(H721=H720,I721-I720,I721)",,,current,719,True,2682537910,39730453,True,True,True,True,True,1009,0.0,0.0,28.94,75.94,29.1,15.9,0,0,
"=A721+IF(H722=H721,I722-I721,I722)/86400000","=IF(H722=H721,I722-I721,I722)",,,current,720,True,2682537910,40031439,True,True,True,True,True,1009,0.0,0.0,28.94,76.11,29.1,15.9,0,0,
"=A722+IF(H723=H722,I723-I722,I723)/86400000","=IF(H723=H722,I723-I722,I723)",,,current,721,True,2682537910,40332425,True,True,True,True,True,1009,0.0,0.0,28.92,76.18,29.1,15.9,0,0,
"=A723+IF(H724=H723,I724-I723,I724)/86400000","=IF(H724=H723,I724-I723,I724)",,,current,722,True,2682537910,40633428,True,True,True,True,True,1009,0.0,0.0,28.94,76.32,29.1,15.9,0,0,
"=A724+IF(H725=H724,I725-I724,I725)/86400000","=IF(H725=H724,I725-I724,I725)",,,current,723,True,2682537910,40934403,True,True,True,True,True,1009,0.0,0.0,28.93,76.4,29.1,15.9,0,0,
"=A725+IF(H726=H725,I726-I725,I726)/86400000","=IF(H726=H725,I726-I725,I726)",,,current,724,True,2682537910,41235382,True,True,True,True,True,1009,0.013,0.363,28.93,76.54,29.1,15.9,0,0,
"=A726+IF(H727=H726,I727-I726,I727)/86400000","=IF(H727=H726,I727-I726,I727)",,,current,725,True,2682537910,41536364,True,True,True,True,True,1009,0.0,0.0,29.11,76.7,29.1,15.9,0,0,
"=A727+IF(H728=H727,I728-I727,I728)/86400000","=IF(H728=H727,I728-I727,I728)",,,current,726,True,2682537910,41837379,True,True,True,True,True,1009,0.0,0.0,29.33,76.84,29.1,15.9,0,0,
"=A728+IF(H729=H728,I729-I728,I729)/86400000","=IF(H729=H728,I729-I728,I729)",,,current,727,True,2682537910,42138337,True,True,True,True,True,1008,0.0,0.0,29.46,77.02,29.1,15.9,0,0,
"=A729+IF(H730=H729,I730-I729,I730)/86400000","=IF(H730=H729,I730-I729,I730)",,,current,728,True,2682537910,42439295,True,True,True,True,True,1010,0.0,0.0,29.51,77.2,29.1,15.9,0,0,
"=A730+IF(H731=H730,I731-I730,I731)/86400000","=IF(H731=H730,I731-I730,I731)",,,current,729,True,2682537910,42740257,True,True,True,True,True,1010,0.0,0.0,29.54,77.27,29.2,15.9,0,0,
"=A731+IF(H732=H731,I732-I731,I732)/86400000","=IF(H732=H731,I732-I731,I732)",,,current,730,True,2682537910,43041220,True,True,True,True,True,1010,0.0,0.0,29.5,77.44,29.1,15.9,0,0,
"=A732+IF(H733=H732,I733-I732,I733)/86400000","=IF(H733=H732,I733-I732,I733)",,,current,731,True,2682537910,43342184,True,True,True,True,True,1010,0.0,0.0,29.53,77.51,29.1,15.9,0,0,
"=A733+IF(H734=H733,I734-I733,I734)/86400000","=IF(H734=H733,I734-I733,I734)",,,current,732,True,2682537910,43643149,True,True,True,True,True,1010,0.0,0.0,29.51,77.62,29.1,15.9,0,0,
"=A734+IF(H735=H734,I735-I734,I735)/86400000","=IF(H735=H734,I735-I734,I735)",,,current,733,True,2682537910,43944117,True,True,True,True,True,1010,0.0,0.0,29.54,77.74,29.2,15.9,0,0,
"=A735+IF(H736=H735,I736-I735,I736)/86400000","=IF(H736=H735,I736-I735,I736)",,,current,734,True,2682537910,44245086,True,True,True,True,True,1010,0.026,0.692,29.52,77.83,29.2,15.9,0,0,
"=A736+IF(H737=H736,I737-I736,I737)/86400000","=IF(H737=H736,I737-I736,I737)",,,current,735,True,2682537910,44562749,True,True,True,True,True,1010,0.0,0.0,29.48,77.96,29.2,15.9,0,0,
"=A737+IF(H738=H737,I738-I737,I738)/86400000","=IF(H738=H737,I738-I737,I738)",,,current,736,True,2682537910,44863722,True,True,True,True,True,1010,0.0,0.0,29.5,78.08,29.2,15.9,0,0,
"=A738+IF(H739=H738,I739-I738,I739)/86400000","=IF(H739=H738,I739-I738,I739)",,,current,737,True,2682537910,45164697,True,True,True,True,True,1010,0.0,0.0,29.46,78.17,29.2,15.9,0,0,
"=A739+IF(H740=H739,I740-I739,I740)/86400000","=IF(H740=H739,I740-I739,I740)",,,current,738,True,2682537910,45465673,True,True,True,True,True,1010,0.057,1.549,29.45,78.25,29.1,15.9,0,0,
"=A740+IF(H741=H740,I741-I740,I741)/86400000","=IF(H741=H740,I741-I740,I741)",,,current,739,True,2682537910,45766653,True,True,True,True,True,1010,0.0,0.0,29.42,78.39,29.1,15.9,0,0,
"=A741+IF(H742=H741,I742-I741,I742)/86400000","=IF(H742=H741,I742-I741,I742)",,,current,740,True,2682537910,46067633,True,True,True,True,True,1010,0.0,0.0,29.35,78.45,29.2,15.9,0,0,
"=A742+IF(H743=H742,I743-I742,I743)/86400000","=IF(H743=H742,I743-I742,I743)",,,current,741,True,2682537910,46368617,True,True,True,True,True,1010,0.0,0.0,29.3,78.57,29.2,15.9,0,0,
"=A743+IF(H744=H743,I744-I743,I744)/86400000","=IF(H744=H743,I744-I743,I744)",,,current,742,True,2682537910,46669633,True,True,True,True,True,1010,0.0,0.0,29.28,78.6,29.2,15.9,0,0,
"=A744+IF(H745=H744,I745-I744,I745)/86400000","=IF(H745=H744,I745-I744,I745)",,,current,743,True,2682537910,46970591,True,True,True,True,True,1010,0.0,0.0,29.24,78.72,29.2,15.9,0,0,
"=A745+IF(H746=H745,I746-I745,I746)/86400000","=IF(H746=H745,I746-I745,I746)",,,current,744,True,2682537910,47271553,True,True,True,True,True,1010,0.0,0.0,29.21,78.8,29.1,15.8,0,0,
"=A746+IF(H747=H746,I747-I746,I747)/86400000","=IF(H747=H746,I747-I746,I747)",,,current,745,True,2682537910,47572516,True,True,True,True,True,1010,0.004,0.099,29.14,78.83,29.1,15.9,0,0,
"=A747+IF(H748=H747,I748-I747,I748)/86400000","=IF(H748=H747,I748-I747,I748)",,,current,746,True,2682537910,47873480,True,True,True,True,True,1010,0.0,0.0,29.07,78.98,29.1,15.8,0,0,
"=A748+IF(H749=H748,I749-I748,I749)/86400000","=IF(H749=H748,I749-I748,I749)",,,current,747,True,2682537910,48174448,True,True,True,True,True,1010,0.0,0.0,28.98,79.04,29.1,15.8,0,0,
"=A749+IF(H750=H749,I750-I749,I750)/86400000","=IF(H750=H749,I750-I749,I750)",,,current,748,True,2682537910,48475417,True,True,True,True,True,1010,0.0,0.0,28.94,79.12,29.1,15.8,0,0,
"=A750+IF(H751=H750,I751-I750,I751)/86400000","=IF(H751=H750,I751-I750,I751)",,,current,749,True,2682537910,48776389,True,True,True,True,True,1010,0.0,0.0,28.87,79.22,29.1,15.8,0,0,
"=A751+IF(H752=H751,I752-I751,I752)/86400000","=IF(H752=H751,I752-I751,I752)",,,current,750,True,2682537910,49077362,True,True,True,True,True,1010,0.0,0.0,28.83,79.24,29.1,15.8,0,0,
"=A752+IF(H753=H752,I753-I752,I753)/86400000","=IF(H753=H752,I753-I752,I753)",,,current,751,True,2682537910,49378334,True,True,True,True,True,1010,0.0,0.0,28.76,79.33,29.1,15.8,0,0,
"=A753+IF(H754=H753,I754-I753,I754)/86400000","=IF(H754=H753,I754-I753,I754)",,,current,752,True,2682537910,49679308,True,True,True,True,True,1010,0.0,0.0,28.73,79.43,29.1,15.8,0,0,
"=A754+IF(H755=H754,I755-I754,I755)/86400000","=IF(H755=H754,I755-I754,I755)",,,current,753,True,2682537910,49980287,True,True,True,True,True,1010,0.0,0.0,28.7,79.51,29.1,15.8,0,0,
"=A755+IF(H756=H755,I756-I755,I756)/86400000","=IF(H756=H755,I756-I755,I756)",,,current,754,True,2682537910,50281266,True,True,True,True,True,1010,0.071,1.912,28.67,79.62,29.0,15.8,0,0,
"=A756+IF(H757=H756,I757-I756,I757)/86400000","=IF(H757=H756,I757-I756,I757)",,,current,755,True,2682537910,50582246,True,True,True,True,True,1010,0.0,0.0,28.66,79.65,29.0,15.8,0,0,
"=A757+IF(H758=H757,I758-I757,I758)/86400000","=IF(H758=H757,I758-I757,I758)",,,current,756,True,2682537910,50883230,True,True,True,True,True,1010,0.0,0.0,28.65,79.75,29.0,15.8,0,0,
"=A758+IF(H759=H758,I759-I758,I759)/86400000","=IF(H759=H758,I759-I758,I759)",,,current,757,True,2682537910,51184217,True,True,True,True,True,1010,0.0,0.0,28.63,79.82,29.0,15.8,0,0,
"=A759+IF(H760=H759,I760-I759,I760)/86400000","=IF(H760=H759,I760-I759,I760)",,,current,758,True,2682537910,51485238,True,True,True,True,True,1010,0.0,0.0,28.58,79.91,29.0,15.8,0,0,
"=A760+IF(H761=H760,I761-I760,I761)/86400000","=IF(H761=H760,I761-I760,I761)",,,current,759,True,2682537910,51786201,True,True,True,True,True,1010,0.0,0.0,28.6,79.98,29.0,15.8,0,0,
"=A761+IF(H762=H761,I762-I761,I762)/86400000","=IF(H762=H761,I762-I761,I762)",,,current,760,True,2682537910,52087165,True,True,True,True,True,1010,0.0,0.0,28.64,80.11,28.9,15.8,0,1,
"=A762+IF(H763=H762,I763-I762,I763)/86400000","=IF(H763=H762,I763-I762,I763)",,,current,761,True,2682537910,52388133,True,True,True,True,True,1010,0.0,0.0,28.67,80.19,28.9,15.8,0,2,
"=A763+IF(H764=H763,I764-I763,I764)/86400000","=IF(H764=H763,I764-I763,I764)",,,current,762,True,2682537910,52689100,True,True,True,True,True,1010,0.0,0.0,28.66,80.25,28.9,15.8,0,3,
"=A764+IF(H765=H764,I765-I764,I765)/86400000","=IF(H765=H764,I765-I764,I765)",,,current,763,True,2682537910,52990068,True,True,True,True,True,1010,0.0,0.0,28.63,80.34,28.9,15.8,1,3,
"=A765+IF(H766=H765,I766-I765,I766)/86400000","=IF(H766=H765,I766-I765,I766)",,,current,764,True,2682537910,53291040,True,True,True,True,True,1010,0.033,0.89,28.63,80.4,28.9,15.8,1,5,
"=A766+IF(H767=H766,I767-I766,I767)/86400000","=IF(H767=H766,I767-I766,I767)",,,current,765,True,2682537910,53592014,True,True,True,True,True,1010,0.0,0.0,28.62,80.47,28.9,15.8,1,6,
"=A767+IF(H768=H767,I768-I767,I768)/86400000","=IF(H768=H767,I768-I767,I768)",,,current,766,True,2682537910,53892988,True,True,True,True,True,1010,0.0,0.0,28.64,80.59,28.9,15.8,1,7,
"=A768+IF(H769=H768,I769-I768,I769)/86400000","=IF(H769=H768,I769-I768,I769)",,,current,767,True,2682537910,54193963,True,True,True,True,True,1010,0.0,0.0,28.69,80.66,28.9,15.8,1,8,
"=A769+IF(H770=H769,I770-I769,I770)/86400000","=IF(H770=H769,I770-I769,I770)",,,current,768,True,2682537910,54494942,True,True,True,True,True,1010,0.0,0.0,28.73,80.72,28.9,15.8,2,9,
"=A770+IF(H771=H770,I771-I770,I771)/86400000","=IF(H771=H770,I771-I770,I771)",,,current,769,True,2682537910,54795922,True,True,True,True,True,1010,0.0,0.0,28.8,80.85,28.9,15.8,2,9,
"=A771+IF(H772=H771,I772-I771,I772)/86400000","=IF(H772=H771,I772-I771,I772)",,,current,770,True,2682537910,55096902,True,True,True,True,True,1010,0.001,0.033,28.9,80.9,28.9,15.8,2,10,
"=A772+IF(H773=H772,I773-I772,I773)/86400000","=IF(H773=H772,I773-I772,I773)",,,current,771,True,2682537910,55397886,True,True,True,True,True,1010,0.0,0.0,28.98,80.97,28.9,15.7,2,11,
"=A773+IF(H774=H773,I774-I773,I774)/86400000","=IF(H774=H773,I774-I773,I774)",,,current,772,True,2682537910,55698871,True,True,True,True,True,1010,0.0,0.0,29.01,81.04,28.9,15.8,2,11,
"=A774+IF(H775=H774,I775-I774,I775)/86400000","=IF(H775=H774,I775-I774,I775)",,,current,773,True,2682537910,55999857,True,True,True,True,True,1010,0.0,0.0,29.08,81.16,28.8,15.8,2,12,
"=A775+IF(H776=H775,I776-I775,I776)/86400000","=IF(H776=H775,I776-I775,I776)",,,current,774,True,2682537910,56300880,True,True,True,True,True,1011,0.0,0.0,29.07,81.2,28.9,15.7,2,12,
"=A776+IF(H777=H776,I777-I776,I777)/86400000","=IF(H777=H776,I777-I776,I777)",,,current,775,True,2682537910,56601844,True,True,True,True,True,1010,0.0,0.0,29.07,81.23,28.8,15.8,2,13,
"=A777+IF(H778=H777,I778-I777,I778)/86400000","=IF(H778=H777,I778-I777,I778)",,,current,776,True,2682537910,56902811,True,True,True,True,True,1010,0.0,0.0,29.09,81.33,28.8,15.8,2,13,
"=A778+IF(H779=H778,I779-I778,I779)/86400000","=IF(H779=H778,I779-I778,I779)",,,current,777,True,2682537910,57203778,True,True,True,True,True,1011,0.0,0.0,29.14,81.42,28.8,15.7,2,14,
"=A779+IF(H780=H779,I780-I779,I780)/86400000","=IF(H780=H779,I780-I779,I780)",,,current,778,True,2682537910,57504747,True,True,True,True,True,1011,0.0,0.0,29.15,81.44,28.8,15.7,3,15,
"=A780+IF(H781=H780,I781-I780,I781)/86400000","=IF(H781=H780,I781-I780,I781)",,,current,779,True,2682537910,57805720,True,True,True,True,True,1011,0.0,0.0,29.21,81.52,28.8,15.7,3,16,
"=A781+IF(H782=H781,I782-I781,I782)/86400000","=IF(H782=H781,I782-I781,I782)",,,current,780,True,2682537910,58106694,True,True,True,True,True,1011,0.0,0.0,29.26,81.56,28.8,15.7,3,17,
"=A782+IF(H783=H782,I783-I782,I783)/86400000","=IF(H783=H782,I783-I782,I783)",,,current,781,True,2682537910,58407669,True,True,True,True,True,1011,0.0,0.0,29.36,81.6,28.8,15.7,3,18,
"=A783+IF(H784=H783,I784-I783,I784)/86400000","=IF(H784=H783,I784-I783,I784)",,,current,782,True,2682537910,58708647,True,True,True,True,True,1011,0.043,1.154,29.43,81.68,28.8,15.7,4,19,
"=A784+IF(H785=H784,I785-I784,I785)/86400000","=IF(H785=H784,I785-I784,I785)",,,current,783,True,2682537910,59009626,True,True,True,True,True,1011,0.0,0.0,29.52,81.77,28.8,15.7,4,20,
"=A785+IF(H786=H785,I786-I785,I786)/86400000","=IF(H786=H785,I786-I785,I786)",,,current,784,True,2682537910,59310606,True,True,True,True,True,1009,0.0,0.0,29.63,81.85,28.8,15.7,4,22,
